input	score	concept_id	concept_name	concept_type
Newly Diagnosed Locally Advanced or Metastatic Non-small Cell Lung Cancer	895	C2939420	metastatic cancer (Metastatic Neoplasm)	Neoplastic Process
Newly Diagnosed Locally Advanced or Metastatic Non-small Cell Lung Cancer	895	C2939419	Metastatic cancer (Secondary Neoplasm)	Neoplastic Process
Newly Diagnosed Locally Advanced or Metastatic Non-small Cell Lung Cancer	827	C0684249	LUNG CANCER (Carcinoma of lung)	Neoplastic Process
Newly Diagnosed Locally Advanced or Metastatic Non-small Cell Lung Cancer	799	C0006826	Cancer (Malignant Neoplasms)	Neoplastic Process
Newly Diagnosed Locally Advanced or Metastatic Non-small Cell Lung Cancer	947	C0007131	Non-Small Cell Lung Cancer (Non-Small Cell Lung Carcinoma)	Neoplastic Process
Newly Diagnosed Locally Advanced or Metastatic Non-small Cell Lung Cancer	895	C0346957	metastatic cancer (Disseminated Malignant Neoplasm)	Neoplastic Process
Newly Diagnosed Locally Advanced or Metastatic Non-small Cell Lung Cancer	827	C0242379	Lung Cancer (Malignant neoplasm of lung)	Neoplastic Process
Newly Diagnosed Locally Advanced or Metastatic Non-small Cell Lung Cancer	904	C0153676	metastatic lung cancer (Secondary malignant neoplasm of lung)	Neoplastic Process
Newly Diagnosed Locally Advanced or Metastatic Non-small Cell Lung Cancer	867	C0262584	Small Cell Cancer (Carcinoma, Small Cell)	Neoplastic Process
Newly Diagnosed Locally Advanced or Metastatic Non-small Cell Lung Cancer	901	C0149925	Small Cell Lung Cancer (Small cell carcinoma of lung)	Neoplastic Process
Newly Diagnosed Locally Advanced or Metastatic Non-small Cell Lung Cancer	706	C0032285	Pneumonia	Disease or Syndrome
Newly Diagnosed Multiple Myeloma	1000	C0026764	Multiple Myeloma	Neoplastic Process
Newly Diagnosed Non Methylated Glioblastoma Multiforme Grade 4	827	C1621958	Glioblastoma Multiforme	Neoplastic Process
Newly Diagnosed Non Methylated Glioblastoma Multiforme Grade 4	799	C0017636	Glioblastoma	Neoplastic Process
Newly Diagnosed or Recurrent Metastatic Melanoma Patients	694	C0278883	Metastatic melanoma	Neoplastic Process
Newly Diagnosed or Recurrent Metastatic Melanoma Patients	645	C0025202	melanoma	Neoplastic Process
Newly Diagnosed or Recurrent Metastatic Melanoma Patients	574	C1458156	recurrence (Recurrent Malignant Neoplasm)	Neoplastic Process
Newly Diagnosed or Recurrent Metastatic Melanoma Patients	708	C0278884	recurrent melanoma	Neoplastic Process
Newly Diagnosed or Relapsed Acute Myeloid Leukemia	612	C0277556	Relapse (Recurrent disease)	Disease or Syndrome
Newly Diagnosed or Relapsed Acute Myeloid Leukemia	875	C0280141	Acute Leukemia Not Otherwise Specified (Acute Undifferentiated Leukemia)	Neoplastic Process
Newly Diagnosed or Relapsed Acute Myeloid Leukemia	923	C0023467	Acute myeloid leukaemia (Leukemia, Myelocytic, Acute)	Neoplastic Process
Newly Diagnosed or Relapsed Acute Myeloid Leukemia	812	C0023418	Leukaemia (leukemia)	Neoplastic Process
Newly Diagnosed or Relapsed Acute Myeloid Leukemia	861	C0023470	Myeloid Leukemia	Neoplastic Process
Newly Diagnosed or Relapsed Acute Myeloid Leukemia	875	C0085669	Acute leukaemia (Acute leukemia)	Neoplastic Process
Newly Diagnosed or Relapsed Acute Myeloid Leukemia	886	C0920028	relapse leukemia (Leukemia, unspecified, in relapse)	Neoplastic Process
Newly Diagnosed Pediatric High Grade Glioma.	812	C0017638	Glioma	Neoplastic Process
Newly Diagnosed Pediatric Pontine Glioma.	827	C0017638	Glioma	Neoplastic Process
Newly Diagnosed Pediatric Pontine Glioma.	901	C2936545	Pontine Glioma	Neoplastic Process
Newly Diagnosed Supratentorial Malignant Glioma	840	C0555198	Malignant Glioma	Neoplastic Process
Newly Diagnosed Supratentorial Malignant Glioma	804	C0017638	Glioma	Neoplastic Process
Newly Diagnosed Type 1 Diabetes	884	C0011854	Type 1 diabetes (Diabetes Mellitus, Insulin-Dependent)	Disease or Syndrome
Newly Diagnosed Type 1 Diabetes	804	C0011849	Diabetes (Diabetes Mellitus)	Disease or Syndrome
Newly Diagnosed Type 1 Diabetes	804	C0011847	Diabetes	Disease or Syndrome
Newly Diagnosed With Type 1 Diabetes	827	C0011847	Diabetes	Disease or Syndrome
Newly Diagnosed With Type 1 Diabetes	1000	C0011854	Type 1 diabetes (Diabetes Mellitus, Insulin-Dependent)	Disease or Syndrome
Newly Diagnosed With Type 1 Diabetes	827	C0011849	Diabetes (Diabetes Mellitus)	Disease or Syndrome
Newly Diagnosed, Multiple Myeloma	1000	C0026764	Multiple Myeloma	Neoplastic Process
NF1	1000	C0027831	NF1 (Neurofibromatosis 1)	Neoplastic Process
NF2	1000	C0027832	NF2 (Neurofibromatosis 2)	Neoplastic Process
Nicotine Use Disorder	827	C0012634	Disorder (Disease)	Disease or Syndrome
NIDDM	1000	C0011860	NIDDM (Diabetes Mellitus, Non-Insulin-Dependent)	Disease or Syndrome
Niemann Pick Disease	1000	C0028064	Niemann-Pick Disease (Niemann-Pick Diseases)	Disease or Syndrome
Niemann Pick Disease	827	C0012634	Disease	Disease or Syndrome
Niemann Pick Disease	901	C0236642	Pick's Disease (Pick Disease of the Brain)	Disease or Syndrome
Niemann Pick Diseases	1000	C0028064	Niemann-Pick Diseases	Disease or Syndrome
Niemann Pick Diseases	884	C0236642	Pick's Disease (Pick Disease of the Brain)	Disease or Syndrome
Niemann Pick Diseases	827	C0012634	Diseases (Disease)	Disease or Syndrome
Niemann-Pick Disease	1000	C0028064	Niemann-Pick Disease (Niemann-Pick Diseases)	Disease or Syndrome
Niemann-Pick Disease	827	C0012634	Disease	Disease or Syndrome
Niemann-Pick Disease	901	C0236642	Pick's Disease (Pick Disease of the Brain)	Disease or Syndrome
Niemann-Pick Disease Type B	771	C0268242	niemann-pick disease type (Niemann-Pick Disease, Type A)	Disease or Syndrome
Niemann-Pick Disease Type B	1000	C0268243	Niemann-Pick's Disease Type B (Niemann-Pick Disease, Type B)	Disease or Syndrome
Niemann-Pick Disease Type B	717	C0028064	Niemann-Pick Disease (Niemann-Pick Diseases)	Disease or Syndrome
Niemann-Pick Disease Type B	673	C0236642	Pick's Disease (Pick Disease of the Brain)	Disease or Syndrome
Niemann-Pick Disease Type B	637	C0012634	Disease	Disease or Syndrome
Niemann-Pick Disease, Type C	1000	C0028064	Niemann-Pick Disease (Niemann-Pick Diseases)	Disease or Syndrome
Niemann-Pick Disease, Type C	827	C0012634	Disease	Disease or Syndrome
Niemann-Pick Disease, Type C	901	C0236642	Pick's Disease (Pick Disease of the Brain)	Disease or Syndrome
Niemann-Pick Type C Disease	1000	C0220756	niemann-pick type c disease (Niemann-Pick Disease, Type C)	Disease or Syndrome
Niemann-Pick Type C Disease	804	C0012634	Disease	Disease or Syndrome
Niemann-Pick Type C Disease	911	C0028064	Niemann-Pick Disease (Niemann-Pick Diseases)	Disease or Syndrome
Niemann-Pick Type C Disease	875	C0236642	Pick's Disease (Pick Disease of the Brain)	Disease or Syndrome
Night Blindness	861	C0456909	Blindness (Blind Vision)	Disease or Syndrome
Night Blindness	1000	C0028077	Night Blindness	Disease or Syndrome
Night Eating Syndrome	827	C0039082	Syndrome	Disease or Syndrome
Night Sweats	1000	C0028081	Night sweats	Sign or Symptom
Nipple Pain During Lactation	1000	C0240515	Nipple pain	Sign or Symptom
Nipple Pain During Lactation	861	C0030193	Pain	Sign or Symptom
NK Cell Lymphoblastic Leukemia	861	C0023449	Lymphoblastic leukaemia (Acute lymphocytic leukemia)	Neoplastic Process
NK Cell Lymphoblastic Leukemia	923	C1292777	NK-Cell Leukemia (Aggressive NK-cell leukemia)	Neoplastic Process
NK Cell Lymphoblastic Leukemia	861	C1961102	Lymphoblastic Leukemia (Precursor Cell Lymphoblastic Leukemia Lymphoma)	Neoplastic Process
NK Cell Lymphoblastic Leukemia	812	C0023418	Leukaemia (leukemia)	Neoplastic Process
NK Cell Lymphoblastic Leukemia	861	C0023448	Lymphoblastic leukemia (Lymphoid leukemia)	Neoplastic Process
NK Lymphoma (NKL)	861	C0024299	Lymphoma	Neoplastic Process
NK T-Cell Lymphoma	923	C0079772	T-Cell Lymphoma	Neoplastic Process
NK T-Cell Lymphoma	812	C0024299	Lymphoma	Neoplastic Process
No Condition	1000	C0012634	condition (Disease)	Disease or Syndrome
No Condition. Assessment of Healthy Volunteers.	1000	C0012634	condition (Disease)	Disease or Syndrome
No Conditions	966	C0012634	condition (Disease)	Disease or Syndrome
No Conditions for This Study. All Male Patients 18 Years of Age or Older Were Administered the LUTS, MSHQ, and Patient Demographics Questionnaire	1000	C0574785	LUTS (Lower Urinary Tract Symptoms)	Sign or Symptom
No Conditions for This Study. All Male Patients 18 Years of Age or Older Were Administered the LUTS, MSHQ, and Patient Demographics Questionnaire	966	C0012634	condition (Disease)	Disease or Syndrome
No Conditions: This is Not a Treatment Study.	966	C0012634	condition (Disease)	Disease or Syndrome
No Disease	1000	C0012634	Disease	Disease or Syndrome
No Hodgkin B Lymphoma	913	C0019829	Hodgkin Lymphoma (Hodgkin Disease)	Neoplastic Process
No Hodgkin B Lymphoma	827	C0024299	Lymphoma	Neoplastic Process
no Known Renal Disease	827	C0012634	Disease	Disease or Syndrome
no Known Renal Disease	901	C0022658	Renal disease (Kidney Diseases)	Disease or Syndrome
no Previous Treatment for the Prostate Cancer	1000	C0600139	Prostate Cancer (Prostate carcinoma)	Neoplastic Process
no Previous Treatment for the Prostate Cancer	1000	C0376358	Prostate Cancer (Malignant neoplasm of prostate)	Neoplastic Process
no Previous Treatment for the Prostate Cancer	761	C0242453	Prostatism	Sign or Symptom
no Previous Treatment for the Prostate Cancer	861	C0006826	Cancer (Malignant Neoplasms)	Neoplastic Process
no Primary Disease; ICU Patient Who Require Enteral Nutrition	1000	C0277554	Primary disease	Disease or Syndrome
no Primary Disease; ICU Patient Who Require Enteral Nutrition	861	C0012634	Disease	Disease or Syndrome
no Severe IVH Neither Cystic PVL	694	C0010709	Cystic (Cyst)	Disease or Syndrome
No Specific Condition is Being Studied	861	C0012634	condition (Disease)	Disease or Syndrome
No Specific Conditions Are Being Examined	827	C0012634	condition (Disease)	Disease or Syndrome
No Systemic Infection	1000	C0243026	Systemic infection	Disease or Syndrome
No Systemic Infection	861	C0021311	Infection	Disease or Syndrome
Nociceptive Pain	861	C0030193	Pain	Sign or Symptom
Nociceptive Pain	1000	C3178766	Nociceptive Pain	Sign or Symptom
Nocturia	1000	C0028734	Nocturia	Disease or Syndrome
Nocturia Associated With Nocturnal Polyuria	1000	C0848232	nocturnal polyuria (excessive urination at night)	Sign or Symptom
Nocturia Associated With Nocturnal Polyuria	1000	C0028734	Nocturia	Disease or Syndrome
Nocturia Associated With Nocturnal Polyuria	861	C0032617	Polyuria	Sign or Symptom
Nocturnal Enuresis	861	C0014394	Enuresis	Sign or Symptom
Nocturnal Enuresis	1000	C0270327	Nocturnal Enuresis (Bedwetting)	Sign or Symptom
Nocturnal Frontal Lobe Epilepsy	812	C0014544	Epilepsy	Disease or Syndrome
Nocturnal Frontal Lobe Epilepsy	923	C0085541	Epilepsy, Frontal Lobe	Disease or Syndrome
Nocturnal Frontal Lobe Epilepsy	902	C0393719	Nocturnal epilepsy	Disease or Syndrome
Nocturnal Hypoglycemia	861	C0020615	Hypoglycaemia (Hypoglycemia)	Disease or Syndrome
Nocturnal Polyuria	1000	C0848232	nocturnal polyuria (excessive urination at night)	Sign or Symptom
Nocturnal Polyuria	861	C0032617	Polyuria	Sign or Symptom
Nocturnal Vasomotor Symptoms	867	C0750152	vasomotor symptom	Sign or Symptom
Nocturnal Vasomotor Symptoms	827	C1457887	Symptoms	Sign or Symptom
Nodal Marginal Zone B-cell Lymphoma	947	C0242647	Lymphoma, B-Cell, Marginal Zone (Mucosa-Associated Lymphoid Tissue Lymphoma)	Neoplastic Process
Nodal Marginal Zone B-cell Lymphoma	845	C0024301	Lymphoma, Nodular (Lymphoma, Follicular)	Neoplastic Process
Nodal Marginal Zone B-cell Lymphoma	947	C1367654	Marginal Zone B-Cell Lymphoma	Neoplastic Process
Nodal Marginal Zone B-cell Lymphoma	799	C0024299	Lymphoma	Neoplastic Process
Nodal Marginal Zone B-cell Lymphoma	517	C0751781	NOD (Dentatorubral-Pallidoluysian Atrophy)	Disease or Syndrome
Nodal Marginal Zone B-cell Lymphoma	861	C0079731	Lymphoma, B-Cell (B-Cell Lymphomas)	Neoplastic Process
Nodal Marginal Zone B-cell Lymphoma	1000	C0855139	Nodal marginal zone B-cell lymphoma (Monocytoid B-cell lymphoma)	Neoplastic Process
Node Positive Breast Cancer	812	C0006826	Cancer (Malignant Neoplasms)	Neoplastic Process
Node Positive Breast Cancer	861	C0006142	Breast Cancer (Malignant neoplasm of breast)	Neoplastic Process
Node Positive Breast Cancer	545	C0751781	NOD (Dentatorubral-Pallidoluysian Atrophy)	Disease or Syndrome
Node Positive Breast Cancer	811	C0153661	thoracic cancer (Malignant neoplasm of thorax)	Neoplastic Process
Node Positive Breast Cancer	861	C0678222	Breast Cancer (Breast Carcinoma)	Neoplastic Process
Nodular Goiter	1000	C0018023	Nodular Goiter	Disease or Syndrome
Nodular Goiter	861	C0018021	Goiter	Disease or Syndrome
Nodular Goiter	1000	C1318500	nodular goiter (Non-toxic nodular goiter)	Disease or Syndrome
Nodular Malignant Melanoma	901	C0025202	Malignant Melanoma (melanoma)	Neoplastic Process
Nodular Malignant Melanoma	901	C0151779	MELANOMA, MALIGNANT (Cutaneous Melanoma)	Neoplastic Process
Nodular Malignant Melanoma	1000	C0334424	nodular malignant melanoma (Nodular melanoma)	Neoplastic Process
Nodular Sclerosis	1000	C0152268	nodular sclerosis (Hodgkin's disease, nodular sclerosis (clinical))	Neoplastic Process
Noise-Induced Hearing Loss	861	C0011053	hearing loss (Deafness)	Disease or Syndrome
Noise-induced Hearing Loss and Tinnitus	861	C0011053	hearing loss (Deafness)	Disease or Syndrome
NOMID	1000	C0409818	NOMID (Chronic Infantile Neurological, Cutaneous, and Articular Syndrome)	Disease or Syndrome
Non 24 Hour Sleep Wake Disorder	1000	C0751759	Non-24 Hour Sleep-Wake Disorder	Disease or Syndrome
Non 24 Hour Sleep Wake Disorder	839	C0037317	sleep disorder (Sleep disturbances)	Sign or Symptom
Non 24 Hour Sleep Wake Disorder	699	C0917801	Sleeplessness	Sign or Symptom
Non 24 Hour Sleep Wake Disorder	799	C0012634	Disorder (Disease)	Disease or Syndrome
Non 24 Hour Sleep Wake Disorder	839	C0851578	Sleep disorder (Sleep Disorders)	Disease or Syndrome
Non Alcoholic Fatty Liver Disease	840	C0015695	Fatty Liver	Disease or Syndrome
Non Alcoholic Fatty Liver Disease	888	C0023896	Alcoholic liver disease (Alcoholic Liver Diseases)	Disease or Syndrome
Non Alcoholic Fatty Liver Disease	804	C0012634	Disease	Disease or Syndrome
Non Alcoholic Fatty Liver Disease	840	C0023895	Liver disease (Liver diseases)	Disease or Syndrome
Non Alcoholic Fatty Liver Disease	884	C0015696	Fatty Liver, Alcoholic	Disease or Syndrome
Non Alcoholic Fatty Liver Disease	1000	C0400966	Non-alcoholic Fatty Liver Disease	Disease or Syndrome
Non Alcoholic Fatty Liver Diseases (NAFLD)	988	C0400966	Non-alcoholic Fatty Liver Disease	Disease or Syndrome
Non Alcoholic Fatty Liver Diseases (NAFLD)	840	C0015695	Fatty Liver	Disease or Syndrome
Non Alcoholic Fatty Liver Diseases (NAFLD)	888	C0023896	Alcoholic Liver Diseases	Disease or Syndrome
Non Alcoholic Fatty Liver Diseases (NAFLD)	840	C0023895	Liver diseases	Disease or Syndrome
Non Alcoholic Fatty Liver Diseases (NAFLD)	804	C0012634	Diseases (Disease)	Disease or Syndrome
Non Alcoholic Fatty Liver Diseases (NAFLD)	884	C0015696	Fatty Liver, Alcoholic	Disease or Syndrome
Non Alcoholic Steatohepatitis	1000	C3241937	Nonalcoholic steatohepatitis	Disease or Syndrome
Non Alcoholic Steatohepatitis	827	C2711227	Steatohepatitis	Disease or Syndrome
Non Alcoholic Steatohepatitis	901	C2718067	Alcoholic Steatohepatitis	Disease or Syndrome
Non Arthritic Anterior Ischemic Optic Neuropathy	901	C0751711	Anterior Ischemic Optic Neuropathy	Disease or Syndrome
Non Arthritic Anterior Ischemic Optic Neuropathy	861	C0155305	Ischaemic optic neuropathy (Optic Neuropathy, Ischemic)	Disease or Syndrome
Non Arthritic Anterior Ischemic Optic Neuropathy	799	C0442874	Neuropathy	Disease or Syndrome
Non Arthritic Anterior Ischemic Optic Neuropathy	839	C0238309	Ischaemic neuropathy (Ischemic peripheral neuropathy)	Disease or Syndrome
Non Arthritic Anterior Ischemic Optic Neuropathy	827	C0029132	Optic Neuropathy (Disorder of the optic nerve)	Disease or Syndrome
Non Cirrhotic Portal Hypertension	861	C0020541	Hypertension, Portal	Disease or Syndrome
Non Cirrhotic Portal Hypertension	812	C0020538	Hypertension (Hypertensive disease)	Disease or Syndrome
Non Clear Cell Renal Carcinoma	840	C0007134	Renal carcinoma (Renal Cell Carcinoma)	Neoplastic Process
Non Clear Cell Renal Carcinoma	704	C0858970	carcinogenicity	Neoplastic Process
Non Clear Cell Renal Carcinoma	937	C0279702	Clear Cell Renal Carcinoma (Conventional (Clear Cell) Renal Cell Carcinoma)	Neoplastic Process
Non Clear Cell Renal Carcinoma	888	C0206681	Clear cell carcinoma (Adenocarcinoma, Clear Cell)	Neoplastic Process
Non Clear Cell Renal Carcinoma	840	C1378703	Renal carcinoma	Neoplastic Process
Non Clear Cell Renal Carcinoma	804	C0007097	Carcinoma	Neoplastic Process
Non Erosive Reflux Disease	812	C0017168	reflux (Gastroesophageal reflux disease)	Disease or Syndrome
Non Erosive Reflux Disease	812	C0012634	Disease	Disease or Syndrome
Non Functioning Entero-pancreatic Endocrine Tumour	876	C2986655	functioning tumor (Functioning Endocrine Neoplasm)	Neoplastic Process
Non Functioning Entero-pancreatic Endocrine Tumour	861	C0242363	Pancreatic endocrine tumor (Islet Cell Tumor)	Neoplastic Process
Non Functioning Entero-pancreatic Endocrine Tumour	929	C1334977	Non functioning pancreatic endocrine tumor	Neoplastic Process
Non Functioning Entero-pancreatic Endocrine Tumour	799	C0027651	Tumor (Neoplasms)	Neoplastic Process
Non Functioning Entero-pancreatic Endocrine Tumour	839	C0030297	Pancreatic Tumor (Pancreatic Neoplasm)	Neoplastic Process
Non Functioning Entero-pancreatic Endocrine Tumour	827	C0014132	Endocrine Tumor (Endocrine Gland Neoplasms)	Neoplastic Process
Non Functioning Neuroendocrine Tumors/NET	637	C0027651	Tumors (Neoplasms)	Neoplastic Process
Non Functioning Neuroendocrine Tumors/NET	670	C2986655	functioning tumor (Functioning Endocrine Neoplasm)	Neoplastic Process
Non Functioning Neuroendocrine Tumors/NET	673	C0206754	Neuroendocrine Tumors	Neoplastic Process
Non GIST Sarcomas	660	C0238198	GIST (Gastrointestinal Stromal Tumors)	Neoplastic Process
Non GIST Sarcomas	827	C1261473	Sarcomas (Sarcoma)	Neoplastic Process
Non GIST Sarcomas	660	C1847319	GIST (PARAGANGLIOMA AND GASTRIC STROMAL SARCOMA)	Neoplastic Process
Non HIV Infected Pregnant Women	637	C0019693	HIV (HIV Infections)	Disease or Syndrome
Non Hodgkin Lymphoma	1000	C0024305	Lymphoma, Non-Hodgkin	Neoplastic Process
Non Hodgkin Lymphoma	901	C0019829	Hodgkin Lymphoma (Hodgkin Disease)	Neoplastic Process
Non Hodgkin Lymphoma	827	C0024299	Lymphoma	Neoplastic Process
Non Hodgkin's Lymphoma	1000	C0024305	Lymphoma, Non-Hodgkin	Neoplastic Process
Non Hodgkin's Lymphoma	901	C0019829	Hodgkin Lymphoma (Hodgkin Disease)	Neoplastic Process
Non Hodgkin's Lymphoma	827	C0024299	Lymphoma	Neoplastic Process
Non Hodgkins Lymphoma	1000	C0024305	Lymphoma, Non-Hodgkins (Lymphoma, Non-Hodgkin)	Neoplastic Process
Non Hodgkins Lymphoma	901	C0019829	Hodgkins lymphoma (Hodgkin Disease)	Neoplastic Process
Non Hodgkins Lymphoma	827	C0024299	Lymphoma	Neoplastic Process
Non Insulin Dependent Diabetes	812	C0011847	Diabetes	Disease or Syndrome
